"Player","#","Nation","Pos","Min","Gls","Ast","xG","xG-PK","xA","Sh","SoT","Fls","Fld","Crs","Tkl","Int","CrdY","CrdR","GA","Saves","Save%","Team","Time"
"Andrew Robertson",26,"SCO","DF",90,0,0,0,0,0,1,0,0,0,5,0,1,0,0,NA,NA,NA,"Liverpool","Saturday September 28, 2019"
"Virgil van Dijk",4,"NED","DF",90,0,0,0,0,0.4,0,0,1,0,0,0,1,0,0,NA,NA,NA,"Liverpool","Saturday September 28, 2019"
"Jo<U+00EB>l Matip",32,"CMR","DF,MF",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Liverpool","Saturday September 28, 2019"
"Trent Alexander-Arnold",66,"ENG","DF,MF",90,0,0,0,0,0,1,0,0,0,8,1,2,0,0,NA,NA,NA,"Liverpool","Saturday September 28, 2019"
"Adri¨¢n",13,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,100,"Liverpool","Saturday September 28, 2019"
"Jordan Ayew",9,"GHA","FW",90,0,0,0.1,0.1,0.1,3,1,4,1,0,0,0,1,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Max Meyer",7,"GER","FW,MF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Jeffrey Schlupp",15,"GHA","DF,FW,MF",90,0,0,0,0,0,1,0,2,0,1,1,0,1,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Luka Milivojevi<U+0107>",4,"SRB","MF",90,1,0,0.8,0,0,1,1,2,2,5,4,1,1,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"James McArthur",18,"SCO","MF",79,0,0,0.2,0.2,0.1,2,0,2,2,3,1,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"James McCarthy",22,"IRL","MF",11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Cheikhou Kouyat¨¦",8,"SEN","DF,MF",70,0,0,0,0,0,1,0,3,3,0,1,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Andros Townsend",10,"ENG","FW,MF",20,1,0,0.1,0.1,0.2,1,1,0,0,3,0,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Wilfried Zaha",11,"CIV","FW,MF",90,0,1,0.3,0.3,0.4,4,0,0,1,2,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Patrick van Aanholt",3,"NED","DF",90,0,0,0.1,0.1,0,1,0,0,0,5,0,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Gary Cahill",24,"ENG","DF",90,0,0,0,0,0,1,0,0,0,0,1,2,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Martin Kelly",34,"ENG","DF,MF",90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Joel Ward",2,"ENG","DF,MF",90,0,0,0,0,0,0,0,0,1,1,3,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 28, 2019"
"Vicente Guaita",31,"ESP","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,"Crystal Palace","Saturday September 28, 2019"
"Teemu Pukki",22,"FIN","FW",90,0,0,0.1,0.1,0.2,1,1,1,1,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Todd Cantwell",14,"ENG","",81,0,0,0.2,0.2,0,2,1,3,2,0,0,1,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Patrick Roberts",7,"ENG","FW,MF",9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Marco Stiepermann",18,"GER","FW,MF",66,0,0,0.1,0.1,0,2,0,1,1,0,0,0,1,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Josip Drmi<U+0107>",20,"SUI","FW",24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Emiliano Buend¨ªa",17,"ARG","FW",90,0,0,0.1,0.1,0.2,2,1,1,2,7,0,1,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Kenny McLean",23,"SCO","MF",90,0,0,0,0,0,0,0,0,3,0,0,3,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Moritz Leitner",10,"GER","MF",90,0,0,0,0,0,1,0,1,1,1,1,2,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Jamal Lewis",12,"NIR","",90,0,0,0,0,0.2,0,0,0,1,3,0,2,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Ben Godfrey",4,"ENG","MF",90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Ibrahim Amadou",24,"FRA","DF",90,0,0,0,0,0,0,0,1,1,0,2,3,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Max Aarons",2,"ENG","MF",90,0,0,0,0,0,1,0,2,1,1,1,0,0,0,NA,NA,NA,"Norwich City","Saturday September 28, 2019"
"Ralf F<U+00E4>hrmann",21,"GER","GK",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,"Norwich City","Saturday September 28, 2019"
"Michael McGovern",33,"NIR","GK",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Norwich City","Saturday September 28, 2019"
"Willian",10,"BRA","MF",90,1,0,0.2,0.2,0,6,2,0,1,4,3,1,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Tammy Abraham",9,"ENG","FW",84,0,0,1.1,1.1,0.1,5,3,0,2,1,0,0,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Michy Batshuayi",23,"BEL","FW",6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Pedro",11,"ESP","FW,MF",63,0,0,0.7,0.7,0,5,3,0,0,0,0,1,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Callum Hudson-Odoi",20,"ENG","MF",27,0,1,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Mason Mount",19,"ENG","MF",90,0,0,0,0,0.1,0,0,1,1,4,0,0,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Jorginho",5,"ITA","MF",90,1,0,0.8,0,0.4,2,1,0,3,0,2,4,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Ross Barkley",8,"ENG","MF",68,0,0,0.6,0.6,0.3,4,1,0,1,0,1,1,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Mateo Kova<U+010D>i<U+0107>",17,"CRO","MF",22,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Marcos Alonso",3,"ESP","DF",90,0,0,0.3,0.3,0.5,1,0,2,0,3,0,1,1,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Fikayo Tomori",29,"ENG","DF",90,0,0,0,0,0,0,0,0,1,0,0,3,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Andreas Christensen",4,"DEN","DF",90,0,0,0,0,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"C¨¦sar Azpilicueta",28,"ESP","DF",90,0,0,0,0,0.3,0,0,1,0,0,0,2,0,0,NA,NA,NA,"Chelsea","Saturday September 28, 2019"
"Kepa Arrizabalaga",1,"ESP","GK",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,100,"Chelsea","Saturday September 28, 2019"
"Neal Maupay",7,"FRA","FW,MF",79,0,0,0,0,0,0,0,1,2,0,0,1,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Glenn Murray",17,"ENG","FW",11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Aaron Mooy",18,"AUS","MF",65,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Aaron Connolly",44,"IRL","FW",25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Pascal Gro<U+00DF>",13,"GER","MF",90,0,0,0.1,0.1,0.2,2,0,1,1,5,1,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Steven Alzate",46,"ENG","MF",90,0,0,0,0,0,1,0,2,0,1,2,0,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Dale Stephens",6,"ENG","MF",90,0,0,0,0,0,1,1,2,1,0,3,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Yves Bissouma",8,"MLI","MF",45,0,0,0,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Ga<U+00EB>tan Bong",3,"CMR","DF",45,0,0,0,0,0.2,0,0,0,0,3,0,0,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Mart¨ªn Montoya",22,"ESP","DF",90,0,0,0,0,0,0,0,0,1,0,3,2,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Dan Burn",33,"ENG","DF",90,0,0,0.1,0.1,0,2,0,0,0,2,1,1,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Lewis Dunk",5,"ENG","DF",90,0,0,0,0,0,0,0,2,0,0,0,4,0,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Adam Webster",15,"ENG","DF",90,0,0,0.1,0.1,0,1,0,1,0,0,0,3,1,0,NA,NA,NA,"Brighton & Hove Albion","Saturday September 28, 2019"
"Mathew Ryan",1,"AUS","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,80,"Brighton & Hove Albion","Saturday September 28, 2019"
"Dominic Solanke",9,"ENG","FW",90,0,0,0.2,0.2,0,3,0,0,1,0,0,0,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Callum Wilson",13,"ENG","FW",90,1,0,1.5,1.5,0,6,4,1,0,1,0,0,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Joshua King",7,"NOR","FW",90,1,1,0.5,0.5,0.4,1,1,2,0,0,0,0,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Jefferson Lerma",8,"COL","MF",90,0,0,0,0,0.1,0,0,0,3,1,1,3,1,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Philip Billing",29,"DEN","MF",89,0,0,0,0,0,1,0,0,2,2,0,1,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Simon Francis",2,"ENG","DF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Harry Wilson",22,"WAL","MF",77,0,0,0,0,0.6,0,0,0,1,1,1,1,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Arnaut Groeneveld",14,"NED","MF",13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Diego Rico",21,"ESP","DF",90,0,0,0,0,0.5,0,0,3,0,8,1,1,1,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Nathan Ak¨¦",5,"NED","DF,MF",90,0,1,0.1,0.1,0.5,2,0,0,0,0,0,1,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Steve Cook",3,"ENG","DF,MF",90,0,0,0,0,0,0,0,1,0,0,0,2,1,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Jack Stacey",17,"ENG","FW,MF",89,0,0,0,0,0.1,0,0,0,1,4,1,1,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Lewis Cook",16,"ENG","MF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Bournemouth","Saturday September 28, 2019"
"Aaron Ramsdale",12,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,66.7,"Bournemouth","Saturday September 28, 2019"
"S¨¦bastien Haller",22,"FRA","FW",90,0,1,0.2,0.2,0.5,2,1,1,1,0,0,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Felipe Anderson",8,"BRA","FW,MF",90,0,1,0.3,0.3,0.3,3,2,1,0,1,4,1,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Pablo Fornals",18,"ESP","MF",67,0,0,0.3,0.3,0.1,4,0,0,0,8,2,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Manuel Lanzini",10,"ARG","MF",23,0,0,0.1,0.1,0.1,1,0,0,0,0,0,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Mark Noble",16,"ENG","MF",75,0,0,0.2,0.2,0,1,0,1,0,1,0,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Jack Wilshere",19,"ENG","MF",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Andriy Yarmolenko",7,"UKR","FW,MF",90,1,0,0.2,0.2,0.2,2,1,2,2,2,2,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Declan Rice",41,"ENG","DF",90,0,0,0,0,0,1,1,2,0,0,1,6,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Aaron Cresswell",3,"ENG","DF",90,1,0,0.2,0.2,0,3,1,0,2,5,0,2,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Angelo Ogbonna",21,"ITA","DF",90,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Issa Diop",23,"FRA","DF",90,0,0,0,0,0,0,0,1,0,0,1,3,1,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"Ryan Fredericks",24,"ENG","DF",90,0,0,0,0,0.1,0,0,0,2,2,4,1,0,0,NA,NA,NA,"West Ham United","Saturday September 28, 2019"
"<U+0141>ukasz Fabia¨½ski",1,"POL","GK",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"West Ham United","Saturday September 28, 2019"
"Roberto",13,"ESP","GK",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,75,"West Ham United","Saturday September 28, 2019"
"Jack Grealish",10,"ENG","MF",90,0,0,0.2,0.2,0.1,4,1,0,5,1,0,1,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Wesley Moraes",9,"BRA","FW",88,0,0,0,0,0.1,0,0,4,1,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Keinan Davis",39,"ENG","",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Anwar El Ghazi",21,"NED","FW,MF",70,1,0,0.2,0.2,0,4,1,0,0,3,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Tr¨¦z¨¦guet",17,"EGY","MF",20,0,1,0,0,0.1,0,0,0,3,3,0,0,1,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Conor Hourihane",14,"IRL","MF",90,0,0,0.1,0.1,0,4,0,0,1,6,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Marvelous Nakamba",11,"ZIM","MF",90,0,0,0,0,0.1,0,0,0,0,0,3,3,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"John McGinn",7,"SCO","MF",90,1,0,0.3,0.3,0.2,4,1,0,4,2,1,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Matt Targett",18,"ENG","DF",62,0,0,0,0,0.1,0,0,0,1,3,1,3,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Neil Taylor",3,"WAL","DF",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Tyrone Mings",40,"ENG","DF",90,0,0,0,0,0,0,0,2,0,0,0,2,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Bj<U+00F6>rn Engels",22,"BEL","DF",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Frederic Guilbert",24,"FRA","DF",90,0,1,0,0,0.1,0,0,3,0,9,1,2,0,0,NA,NA,NA,"Aston Villa","Saturday September 28, 2019"
"Tom Heaton",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33.3,"Aston Villa","Saturday September 28, 2019"
"Ashley Barnes",10,"AUT","FW",83,0,0,0,0,0.2,0,0,3,2,1,1,0,1,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Robbie Brady",12,"IRL","FW,MF",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Chris Wood",9,"NZL","FW",90,1,0,0.6,0.6,0,2,1,0,2,1,0,0,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Dwight McNeil",11,"ENG","MF",90,0,0,0.1,0.1,0.3,2,1,1,1,3,2,0,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Jack Cork",4,"ENG","DF,MF",45,0,0,0,0,0,1,0,2,0,0,0,0,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Jay Rodriguez",19,"ENG","FW",45,1,0,0.1,0.1,0.1,1,1,1,0,0,0,0,1,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Ashley Westwood",18,"ENG","MF",90,0,0,0,0,0,0,0,4,0,1,0,1,1,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Jeff Hendrick",13,"IRL","MF",90,0,0,0.2,0.2,0,2,0,1,0,1,0,1,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Erik Pieters",23,"NED","DF",90,0,1,0,0,0.5,0,0,3,0,2,2,3,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Ben Mee",6,"ENG","DF",90,0,0,0.1,0.1,0,1,0,0,3,0,0,2,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"James Tarkowski",5,"ENG","DF",90,0,0,0.2,0.2,0,1,0,1,2,0,1,1,1,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Matthew Lowton",2,"ENG","DF",90,0,1,0,0,0.2,0,0,0,0,3,1,2,0,0,NA,NA,NA,"Burnley","Saturday September 28, 2019"
"Nick Pope",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33.3,"Burnley","Saturday September 28, 2019"
"Ra¨²l Jim¨¦nez",9,"MEX","FW",80,0,0,0.4,0.4,0.1,2,0,1,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Patrick Cutrone",10,"ITA","FW",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Pedro Neto",7,"POR","FW",57,0,1,0.1,0.1,1.1,1,1,0,0,2,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Morgan Gibbs-White",17,"ENG","MF",33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Adama Traor¨¦",37,"ESP","FW,MF",87,0,0,0,0,0.2,0,0,1,2,4,1,0,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"R¨²ben Neves",8,"POR","MF",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Jonny Castro",19,"ESP","DF",90,0,0,0.2,0.2,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Jo<U+00E3>o Moutinho",28,"POR","MF",90,0,0,0,0,0.1,0,0,1,0,1,1,3,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Leander Dendoncker",32,"BEL","MF",90,0,0,0.1,0.1,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Matt Doherty",2,"IRL","DF",90,1,0,0.8,0.8,0,1,1,0,1,1,0,4,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Romain Sa<U+00EF>ss",27,"MAR","DF",90,0,0,0,0,0,0,0,1,1,0,0,3,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Conor Coady",16,"ENG","DF,MF",90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Willy Boly",15,"FRA","DF",90,0,0,0,0,0.1,0,0,0,0,1,3,2,0,0,NA,NA,NA,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Rui Patr¨ªcio",11,"POR","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,"Wolverhampton Wanderers","Saturday September 28, 2019"
"Gerard Deulofeu",7,"ESP","FW,MF",45,0,0,0,0,0.1,1,0,0,0,2,0,1,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Roberto Pereyra",37,"ARG","MF",45,0,0,0,0,0.2,1,0,0,2,4,0,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Danny Welbeck",10,"ENG","FW,MF",90,0,0,0.3,0.3,0,4,1,0,0,0,2,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Ismaila Sarr",23,"SEN","MF",71,0,0,0.1,0.1,0,1,0,2,1,1,0,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Andre Gray",18,"ENG","FW",19,0,0,0.1,0.1,0,2,1,0,0,0,1,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"¨¦tienne Capoue",29,"FRA","MF",90,0,0,0,0,0,1,0,1,0,0,1,2,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Abdoulaye Doucour¨¦",16,"FRA","MF",90,0,0,0,0,0,1,1,0,0,1,1,1,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Tom Cleverley",8,"ENG","MF",90,0,0,0.4,0.4,0.1,1,1,0,0,2,3,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Jos¨¦ Holebas",25,"GRE","DF,MF",90,0,0,0.2,0.2,0,2,1,1,1,6,2,0,1,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Craig Cathcart",15,"NIR","DF",90,0,0,0,0,0,0,0,2,0,0,1,1,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Craig Dawson",4,"ENG","DF",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Daryl Janmaat",2,"NED","DF",90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,"Watford","Saturday September 28, 2019"
"Ben Foster",26,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33.3,"Watford","Saturday September 28, 2019"
"Son Heung-min",7,"KOR","FW,MF",64,0,1,0,0,0.3,1,1,1,0,1,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"¨¦rik Lamela",11,"ARG","FW,MF",26,0,0,0,0,0,0,0,0,2,0,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Harry Kane",10,"ENG","FW",90,1,0,0.2,0.2,0,3,1,0,3,1,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Christian Eriksen",23,"DEN","DF,MF",90,0,1,0.1,0.1,0.6,1,0,0,2,5,0,2,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Tanguy Ndombele",28,"FRA","MF",78,1,0,0.2,0.2,0,2,1,0,6,0,2,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Eric Dier",15,"ENG","DF,MF",12,0,0,0.4,0.4,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Moussa Sissoko",17,"FRA","MF",90,0,0,0,0,0,0,0,2,1,0,1,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Harry Winks",8,"ENG","MF",90,0,0,0,0,0,1,0,0,1,0,2,2,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Victor Wanyama",12,"KEN","MF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Danny Rose",3,"ENG","DF,MF",90,0,0,0,0,0,0,0,0,0,2,3,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Jan Vertonghen",5,"BEL","DF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Toby Alderweireld",4,"BEL","DF",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Serge Aurier",24,"CIV","DF",30,0,0,0,0,0,0,0,2,1,0,2,1,2,1,NA,NA,NA,"Tottenham Hotspur","Saturday September 28, 2019"
"Hugo Lloris",1,"FRA","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,83.3,"Tottenham Hotspur","Saturday September 28, 2019"
"Danny Ings",9,"ENG","FW",83,1,0,0.9,0.9,0,2,1,0,0,0,3,1,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Michael Obafemi",20,"IRL","FW",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Nathan Redmond",22,"ENG","MF",90,0,0,0.2,0.2,0.1,4,0,0,1,3,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Sofiane Boufal",19,"MAR","MF",88,0,0,0,0,0.1,1,1,4,2,4,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Shane Long",7,"IRL","FW",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Ryan Bertrand",21,"ENG","DF,MF",90,0,0,0,0,0.1,0,0,0,1,10,1,3,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Pierre H<U+00F8>jbjerg",23,"DEN","MF",90,0,0,0.1,0.1,0,3,1,3,0,0,0,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"Oriol Romeu",14,"ESP","MF",90,0,0,0,0,0,0,0,2,0,0,1,1,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
"James Ward-Prowse",16,"ENG","MF",90,0,0,0.1,0.1,0.1,1,1,3,0,7,2,0,0,0,NA,NA,NA,"Southampton","Saturday September 28, 2019"
